"capsid","strain","density","tree_sp","numeric_dose","total_n","total_virus","dose_response","SOK","day","value","numeric_day"
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_16",0,16
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_17",0,17
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_18",0,18
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_19",0,19
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_20",0,20
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_21",1,21
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_22",0,22
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_23",1,23
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_24",0,24
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_25",0,25
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_26",0,26
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_27",0,27
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_28",0,28
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_6",1,6
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_7",0,7
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_8",0,8
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_9",0,9
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_10",0,10
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_11",2,11
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_12",1,12
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_13",1,13
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_14",1,14
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_15",1,15
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_16",1,16
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_17",1,17
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_18",0,18
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_19",0,19
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_20",0,20
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_21",0,21
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_22",0,22
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_23",0,23
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_24",0,24
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_25",0,25
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_26",0,26
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_27",0,27
"SNPV","LOV","LO","GR",1,36,9,0.25,12.77777778,"day_28",0,28
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_6",0,6
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_7",0,7
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_8",0,8
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_9",0,9
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_10",1,10
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_11",0,11
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_12",1,12
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_13",1,13
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_14",0,14
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_15",0,15
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_16",0,16
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_17",0,17
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_18",0,18
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_19",0,19
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_20",0,20
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_21",1,21
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_22",0,22
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_23",0,23
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_24",0,24
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_25",0,25
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_26",0,26
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_27",0,27
"SNPV","LOV","LO","DO",1,36,4,0.111111111,14,"day_28",0,28
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_6",0,6
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_7",0,7
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_8",0,8
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_9",1,9
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_10",0,10
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_11",1,11
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_12",0,12
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_13",0,13
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_14",0,14
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_15",0,15
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_16",0,16
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_17",1,17
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_18",0,18
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_19",0,19
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_20",0,20
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_21",0,21
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_22",0,22
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_23",0,23
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_24",0,24
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_25",0,25
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_26",0,26
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_27",0,27
"SNPV","LST","HI","GR",3,26,3,0.115384615,12.33333333,"day_28",0,28
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_6",0,6
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_7",0,7
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_8",0,8
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_9",0,9
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_10",0,10
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_11",0,11
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_12",0,12
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_13",0,13
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_14",0,14
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_15",0,15
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_16",1,16
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_17",0,17
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_18",0,18
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_19",0,19
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_20",0,20
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_21",0,21
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_22",0,22
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_23",0,23
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_24",0,24
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_25",0,25
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_26",0,26
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_27",0,27
"SNPV","LST","HI","DO",3,20,1,0.05,16,"day_28",0,28
"SNPV","LST","ME","GR",2,19,0,0,0,"day_6",0,6
"SNPV","LST","ME","GR",2,19,0,0,0,"day_7",0,7
"SNPV","LST","ME","GR",2,19,0,0,0,"day_8",0,8
"SNPV","LST","ME","GR",2,19,0,0,0,"day_9",0,9
"SNPV","LST","ME","GR",2,19,0,0,0,"day_10",0,10
"SNPV","LST","ME","GR",2,19,0,0,0,"day_11",0,11
"SNPV","LST","ME","GR",2,19,0,0,0,"day_12",0,12
"SNPV","LST","ME","GR",2,19,0,0,0,"day_13",0,13
"SNPV","LST","ME","GR",2,19,0,0,0,"day_14",0,14
"SNPV","LST","ME","GR",2,19,0,0,0,"day_15",0,15
"SNPV","LST","ME","GR",2,19,0,0,0,"day_16",0,16
"SNPV","LST","ME","GR",2,19,0,0,0,"day_17",0,17
"SNPV","LST","ME","GR",2,19,0,0,0,"day_18",0,18
"SNPV","LST","ME","GR",2,19,0,0,0,"day_19",0,19
"SNPV","LST","ME","GR",2,19,0,0,0,"day_20",0,20
"SNPV","LST","ME","GR",2,19,0,0,0,"day_21",0,21
"SNPV","LST","ME","GR",2,19,0,0,0,"day_22",0,22
"SNPV","LST","ME","GR",2,19,0,0,0,"day_23",0,23
"SNPV","LST","ME","GR",2,19,0,0,0,"day_24",0,24
"SNPV","LST","ME","GR",2,19,0,0,0,"day_25",0,25
"SNPV","LST","ME","GR",2,19,0,0,0,"day_26",0,26
"SNPV","LST","ME","GR",2,19,0,0,0,"day_27",0,27
"SNPV","LST","ME","GR",2,19,0,0,0,"day_28",0,28
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_6",0,6
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_7",0,7
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_8",0,8
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_9",0,9
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_10",0,10
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_11",0,11
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_12",0,12
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_13",1,13
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_14",0,14
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_15",1,15
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_16",2,16
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_17",0,17
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_18",0,18
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_19",1,19
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_20",0,20
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_21",0,21
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_22",0,22
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_23",0,23
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_24",0,24
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_25",0,25
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_26",0,26
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_27",0,27
"SNPV","LST","ME","DO",2,26,5,0.192307692,15.8,"day_28",0,28
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_6",1,6
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_7",0,7
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_8",0,8
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_9",0,9
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_10",0,10
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_11",1,11
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_12",0,12
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_13",2,13
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_14",0,14
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_15",0,15
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_16",0,16
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_17",0,17
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_18",0,18
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_19",1,19
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_20",0,20
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_21",0,21
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_22",0,22
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_23",0,23
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_24",0,24
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_25",0,25
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_26",0,26
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_27",0,27
"SNPV","LST","LO","GR",1,38,5,0.131578947,12.4,"day_28",0,28
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_6",0,6
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_7",0,7
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_8",0,8
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_9",0,9
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_10",0,10
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_11",1,11
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_12",0,12
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_13",1,13
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_14",0,14
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_15",3,15
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_16",1,16
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_17",0,17
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_18",0,18
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_19",0,19
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_20",0,20
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_21",1,21
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_22",0,22
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_23",0,23
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_24",0,24
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_25",0,25
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_26",0,26
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_27",0,27
"SNPV","LST","LO","DO",1,36,7,0.194444444,15.14285714,"day_28",0,28
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_6",0,6
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_7",0,7
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_8",0,8
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_9",0,9
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_10",3,10
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_11",4,11
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_12",3,12
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_13",3,13
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_14",3,14
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_15",3,15
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_16",5,16
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_17",0,17
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_18",0,18
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_19",0,19
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_20",0,20
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_21",0,21
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_22",0,22
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_23",1,23
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_24",0,24
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_25",0,25
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_26",0,26
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_27",0,27
"MNPV","DRY","HI","GR",3,37,25,0.675675676,13.56,"day_28",0,28
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_6",0,6
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_7",0,7
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_8",0,8
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_9",1,9
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_10",2,10
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_11",6,11
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_12",6,12
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_13",6,13
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_14",6,14
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_15",0,15
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_16",0,16
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_17",0,17
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_18",0,18
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_19",1,19
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_20",0,20
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_21",0,21
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_22",0,22
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_23",0,23
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_24",0,24
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_25",0,25
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_26",0,26
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_27",0,27
"MNPV","DRY","HI","DO",3,29,28,0.965517241,12.42857143,"day_28",0,28
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_6",0,6
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_7",0,7
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_8",1,8
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_9",0,9
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_10",0,10
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_11",1,11
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_12",3,12
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_13",1,13
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_14",2,14
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_15",1,15
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_16",2,16
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_17",2,17
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_18",0,18
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_19",0,19
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_20",0,20
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_21",0,21
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_22",0,22
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_23",0,23
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_24",2,24
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_25",0,25
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_26",0,26
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_27",0,27
"MNPV","DRY","ME","GR",2,29,15,0.517241379,15,"day_28",0,28
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_6",0,6
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_7",0,7
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_8",0,8
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_9",1,9
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_10",1,10
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_11",4,11
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_12",2,12
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_13",2,13
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_14",0,14
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_15",0,15
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_16",2,16
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_17",0,17
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_18",0,18
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_19",0,19
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_20",0,20
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_21",0,21
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_22",0,22
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_23",0,23
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_24",0,24
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_25",0,25
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_26",0,26
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_27",0,27
"MNPV","DRY","ME","DO",2,15,12,0.8,12.08333333,"day_28",0,28
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_6",0,6
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_7",0,7
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_8",1,8
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_9",0,9
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_10",1,10
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_11",2,11
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_12",3,12
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_13",1,13
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_14",1,14
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_15",0,15
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_16",0,16
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_17",1,17
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_18",0,18
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_19",0,19
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_20",0,20
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_21",1,21
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_22",0,22
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_23",0,23
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_24",0,24
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_25",0,25
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_26",0,26
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_27",0,27
"MNPV","DRY","LO","GR",1,36,11,0.305555556,12.81818182,"day_28",0,28
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_6",0,6
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_7",0,7
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_8",1,8
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_9",2,9
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_10",2,10
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_11",8,11
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_12",8,12
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_13",5,13
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_14",1,14
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_15",1,15
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_16",1,16
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_17",0,17
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_18",0,18
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_19",0,19
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_20",0,20
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_21",0,21
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_22",0,22
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_23",0,23
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_24",0,24
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_25",0,25
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_26",0,26
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_27",0,27
"MNPV","DRY","LO","DO",1,33,29,0.878787879,11.72413793,"day_28",0,28
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_6",0,6
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_7",0,7
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_8",0,8
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_9",0,9
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_10",0,10
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_11",0,11
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_12",0,12
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_13",0,13
"MNPV","KLP","HI","GR",3,20,0,0,0,"day_14",0,14
